ic,log_hr,se,hr,hr_lo,hr_hi,source
-0.75,-0.023369210838087198,0.041874462489788385,0.9769017344729857,0.8999256255790337,1.0604620778548057,ELSA
-0.7,-0.028708354787703463,0.04020030305256762,0.9716998147444801,0.8980756703824836,1.0513596583373972,ELSA
-0.6499999999999999,-0.03404749873731974,0.03856648732709256,0.9665255948018454,0.8961586527339579,1.0424177934979868,ELSA
-0.5999999999999999,-0.03938664268693601,0.036978363221027453,0.9613789271460471,0.8941656460164543,1.03364454413794,ELSA
-0.5499999999999998,-0.04472578663655229,0.03544207345492942,0.9562596650634707,0.8920864352357089,1.0250492675473628,ELSA
-0.5,-0.05006493058616854,0.03396465247262102,0.9511676626217396,0.8899093730873583,1.016642761361826,ELSA
-0.44999999999999996,-0.05540407453578481,0.032554116282125685,0.9461027746655545,0.8876212542580336,1.0084373891858724,ELSA
-0.3999999999999999,-0.06074321848540109,0.031219532007340074,0.9410648568125559,0.8852072317465848,1.0004471641971007,ELSA
-0.34999999999999987,-0.06608236243501736,0.029971047581414865,0.9360537654492087,0.8826508096130737,0.9926877563231818,ELSA
-0.2999999999999998,-0.07142150638463363,0.028819854788330695,0.9310693577267072,0.8799339582495646,0.9851763768977739,ELSA
-0.25,-0.07676065033424989,0.02777805229738819,0.9261114915569041,0.8770374081565598,0.9779314848114766,ELSA
-0.19999999999999996,-0.08209979428386616,0.026858372463262368,0.9211800256082592,0.8739411809181971,0.970972255464709,ELSA
-0.1499999999999999,-0.08743893823348244,0.026073741117015766,0.9162748193018112,0.8706254036438126,0.964317766254894,ELSA
-0.09999999999999987,-0.0927780821830987,0.025436658641062083,0.9113957328071697,0.8670714169353402,0.9579858885384767,ELSA
-0.04999999999999982,-0.09811722613271498,0.024958426479439955,0.9065426270385295,0.8632631220864123,0.9519919403619033,ELSA
0,-0.10345637008233123,0.024648292524234457,0.9017153636507056,0.8591884281985149,0.9463472392762025,ELSA
0.050000000000000266,-0.10879551403194752,0.02451263794277936,0.8969138050351897,0.8548405792913712,0.9410577751579866,ELSA
0.10000000000000009,-0.11413465798156378,0.02455435472559342,0.892137814316227,0.8502191040502566,0.936123260394168,ELSA
0.1499999999999999,-0.11947380193118003,0.024772546812745936,0.8873872553469145,0.8453301704476315,0.9315367751929934,ELSA
0.20000000000000018,-0.12481294588079633,0.025162623824077593,0.8826619927053205,0.8401862474424159,0.9272851058180694,ELSA
0.25,-0.13015208983041257,0.025716765394530418,0.8779618916906234,0.8348051371875098,0.9233497123147684,ELSA
0.30000000000000027,-0.13549123378002886,0.026424651928181168,0.873286818319272,0.8292085796617336,0.9197081238128333,ELSA
0.3500000000000001,-0.14083037772964513,0.02727431500911932,0.8686366393211667,0.823420696006414,0.9163354951249529,ELSA
0.40000000000000036,-0.14616952167926142,0.028252966418249714,0.8640112221358597,0.8174665161732605,0.9132060790346541,ELSA
0.4500000000000002,-0.15150866562887766,0.0293477049557159,0.8594104349087764,0.811370758374984,0.9102944467820548,ELSA
0.5,-0.15684780957849392,0.030546051846804825,0.854834146487457,0.805156934239228,0.9075763828469018,ELSA
0.5500000000000003,-0.16218695352811022,0.03183630950990641,0.8502822264178174,0.7988467769191836,0.9050294567755159,ELSA
